Accession_ID,Country_of_Origin,Latitude,Longitude,Accession_Type,Accession_Type
PI584807,,,,domesticated,cultivar
PI592263,,,,domesticated,cultivar
PI592264,,,,domesticated,cultivar
PI5975,,,,domesticated,cultivar
PI611544,,,,domesticated,cultivar
PI611592,,,,domesticated,cultivar
PI61533,,,,domesticated,landrace
PI61537,,,,domesticated,landrace
PI61554,,,,domesticated,landrace
PI61577,,,,domesticated,landrace
PI61578,,,,domesticated,landrace
PI61584,,,,domesticated,landrace
PI636057,,,,domesticated,landrace
PI640068,,,,domesticated,breeding
PI640079,,,,domesticated,breeding
PI640113,,,,domesticated,breeding
PI640321,,,,domesticated,breeding
PI640356,,,,domesticated,breeding
PI640358,,,,domesticated,breeding
PI640361,,,,domesticated,breeding
PI640382,,,,domesticated,breeding
PI640390,,,,domesticated,breeding
PI640391,,,,domesticated,breeding
PI640395,,,,domesticated,breeding
PI640400,,,,domesticated,breeding
PI643215,,,,domesticated,breeding
PI643228,,,,domesticated,breeding
PI643260,,,,domesticated,breeding
PI643271,,,,domesticated,breeding
PI643272,,,,domesticated,breeding
PI67381,,,,domesticated,breeding
PI67384,,,,domesticated,breeding
PI67385,,,,domesticated,breeding
PI68192,,,,domesticated,landrace
PI68206,,,,domesticated,landrace
PI70839,,,,domesticated,landrace
PI71075,,,,domesticated,breeding
PI71076,,,,domesticated,breeding
PI73298,,,,domesticated,landrace
PI73299,,,,domesticated,landrace
PI76504,,,,domesticated,landrace
PI78246,,,,domesticated,cultivar
PI84315,,,,domesticated,landrace
PI86188,,,,domesticated,landrace
PI87403,,,,domesticated,uncertain
PI87404,,,,domesticated,uncertain
PI87778,,,,domesticated,landrace
PI87779,,,,domesticated,landrace
PI87817,,,,domesticated,landrace
PI94797,,,,domesticated,landrace
PI94800,,,,domesticated,landrace
PI94862,,,,domesticated,landrace
PI95140,,,,domesticated,landrace
PI95165,,,,domesticated,landrace
WBDC001,,36.22,36.7,wild,wild
WBDC002,,35.71,37.44,wild,wild
WBDC004,,35.97,36.54,wild,wild
WBDC005,,32.45,35.92,wild,wild
WBDC006,,32.3,36.17,wild,wild
WBDC007,,32.33,35.92,wild,wild
WBDC008,,32.67,35.62,wild,wild
WBDC009,,31.53,35.75,wild,wild
WBDC010,,36.67,65.73,wild,wild
WBDC011,,36,43.52,wild,wild
WBDC012,,36.28,64.82,wild,wild
WBDC013,,35.53,44.83,wild,wild
WBDC014,,35.75,69,wild,wild
WBDC015,,34.35,62.18,wild,wild
WBDC016,Iran,,,wild_introgressed,wild_introgressed
WBDC017,,32.74,35.82,wild,wild
WBDC018,,34.98,63.12,wild,wild_introgressed
WBDC019,,36.75,45.72,wild,wild
WBDC020,Turkey,,,wild,wild_introgressed
WBDC021,,34.8,45.6,wild,wild_introgressed
WBDC022,,39.78,30.52,wild,wild
WBDC023,,33.5,48.45,wild,wild
WBDC024,,31.28,48.72,wild,wild
WBDC025,,30.3,66.9,wild,wild
WBDC026,,37.65,69.1,wild,wild
WBDC027,,,,wild_introgressed,wild_introgressed
WBDC028,Israel,31.95,34.93,wild,wild_introgressed
WBDC029,,31.58,34.62,wild,wild
WBDC030,,33.08,35.18,wild,wild
WBDC031,,32.75,35.08,wild,wild
WBDC032,Israel,33,35.13,wild,wild
WBDC033,,31.27,35.22,wild,wild
WBDC034,,31.85,34.92,wild,wild
WBDC035,Israel,31.43,34.59,wild,wild_introgressed
WBDC036,,34.57,63,wild,wild
WBDC037,,32.98,35.5,wild,wild
WBDC038,,46.77,35.21,wild,wild_introgressed
WBDC039,,32.03,35.83,wild,wild
WBDC040,,32.7,34.95,wild,wild
WBDC041,,31.67,34.57,wild,wild
WBDC042,Israel,32.97,35.53,wild,wild_introgressed
WBDC043,,32.98,35.58,wild,wild
WBDC044,,32.17,34.83,wild,wild
WBDC045,,,,wild_introgressed,wild_introgressed
WBDC046,,32.48,35.9,wild,wild
WBDC047,,32.53,36.07,wild,wild
WBDC048,,37.25,44.48,wild,wild
WBDC049,,37.25,44.48,wild,wild_introgressed
WBDC050,,,,wild,wild
WBDC051,,34.76,39.03,wild,wild
WBDC052,,32.32,36.02,wild,wild
WBDC053,,,,wild_introgressed,wild_introgressed
WBDC054,,34.57,38.36,wild,wild
WBDC055,,35.61,35.82,wild,wild
WBDC056,,36.72,37.12,wild,wild
WBDC057,,,,wild,wild_introgressed
WBDC058,,34.99,34.02,wild,wild
WBDC059,,34.98,34.05,wild,wild
WBDC060,,31.35,27.17,wild,wild
WBDC061,Syria,36.16,36.58,wild,wild_introgressed
WBDC062,,36.38,36.84,wild,wild
WBDC063,,36.72,36.64,wild,wild
WBDC064,,35.8,36.24,wild,wild
WBDC065,,,,wild,wild
WBDC066,,33.78,36.4,wild,wild_introgressed
WBDC067,,33.7,36.38,wild,wild
WBDC068,,32.82,36.72,wild,wild
WBDC069,,,,wild,wild
WBDC070,,35.61,35.82,wild,wild
WBDC072,,32.78,21.63,wild,wild
WBDC073,,32.08,21.87,wild,wild_introgressed
WBDC074,,32.8,22.05,wild,wild
WBDC075,,32.7,21.92,wild,wild
WBDC078,,36.77,40.86,wild,wild
WBDC079,,32.25,35.88,wild,wild
WBDC080,,32.53,35.78,wild,wild
WBDC081,,32.48,35.65,wild,wild
WBDC082,Jordan,,,wild,wild
WBDC083,,32.17,35.92,wild,wild
WBDC085,,31.98,35.65,wild,wild
WBDC089,,31.83,35.8,wild,wild
WBDC092,Jordan,,,wild_introgressed,wild_introgressed
WBDC093,,,,wild,wild_introgressed
WBDC094,,,,wild,wild
WBDC095,,31.18,35.62,wild,wild
WBDC097,,31.28,35.83,wild,wild
WBDC100,,30.77,35.62,wild,wild
WBDC101,,30.7,35.57,wild,wild
WBDC102,,30.58,35.57,wild,wild
WBDC103,Jordan,30.2,35.47,wild,wild
WBDC104,,31.18,35.62,wild,wild
WBDC105,,32.65,35.83,wild,wild
WBDC106,,34.94,36.74,wild,wild
WBDC107,,34.75,36.73,wild,wild
WBDC108,,33.94,36.71,wild,wild
WBDC109,,32.77,36.72,wild,wild
WBDC110,,32.78,36.79,wild,wild
WBDC111,,33.84,36.54,wild,wild
WBDC112,,33.98,36.59,wild,wild
WBDC113,,37.92,58.17,wild,wild
WBDC115,Turkmenistan,38.33,55.87,wild,wild
WBDC116,,38.32,56.38,wild,wild
WBDC117,,38.17,56.05,wild,wild
WBDC119,,40.08,67.58,wild,wild
WBDC120,,39.47,67.5,wild,wild
WBDC121,,29.72,51.78,wild,wild
WBDC122,,32.87,48.17,wild,wild
WBDC123,,36.42,58.47,wild,wild
WBDC124,,35.02,46.45,wild,wild
WBDC125,,38.8,66.47,wild,wild_introgressed
WBDC126,,33.45,35.32,wild,wild
WBDC127,,32.94,36.73,wild,wild
WBDC128,,33.84,36.17,wild,wild
WBDC129,,32.81,36.42,wild,wild
WBDC130,,32.83,36.18,wild,wild
WBDC131,,33.01,36.04,wild,wild
WBDC132,,33.47,35.87,wild,wild
WBDC133,,33.62,35.82,wild,wild
WBDC134,,33.62,35.77,wild,wild
WBDC135,,33.52,35.72,wild,wild
WBDC136,,33.52,35.77,wild,wild
WBDC137,,33.45,35.82,wild,wild_introgressed
WBDC138,,33.42,35.76,wild,wild
WBDC139,,33.93,36.1,wild,wild
WBDC140,,34.2,36.08,wild,wild
WBDC141,,34.13,36.03,wild,wild
WBDC142,Lebanon,34.02,36.08,wild,wild
WBDC143,,33.57,35.9,wild,wild
WBDC145,,33.8,36.02,wild,wild
WBDC146,,36.75,45.7,wild,wild
WBDC147,,37.5,45.17,wild,wild
WBDC148,,37.07,45.47,wild,wild
WBDC149,,38.08,45,wild,wild
WBDC150,Iran,38.5,47.2,wild,wild_introgressed
WBDC151,,36.52,36.95,wild,wild
WBDC152,,35.5,51.25,wild,wild
WBDC153,,,,wild,wild
WBDC154,,,,wild,wild
WBDC155,,36.33,42.17,wild,wild
WBDC156,,36.42,41.65,wild,wild
WBDC157,,36.38,43.42,wild,wild
WBDC158,,35.37,43.2,wild,wild
WBDC159,,32.68,36.79,wild,wild
WBDC160,,32.96,36.6,wild,wild
WBDC161,,36.65,37.58,wild,wild
WBDC164,,37.01,41.64,wild,wild
WBDC165,,37.29,42.21,wild,wild
WBDC166,,,,wild,wild
WBDC167,,36.4,40.36,wild,wild
WBDC168,,33.57,35.72,wild,wild
WBDC169,,33.5,35.78,wild,wild
WBDC170,,33.63,35.95,wild,wild
WBDC171,,33.58,35.85,wild,wild
WBDC172,Iran,,,wild_introgressed,wild_introgressed
WBDC173,Iran,,,wild_introgressed,wild_introgressed
WBDC174,,36.27,47.77,wild,wild
WBDC175,,36.27,47.77,wild,wild
WBDC177,,36.35,43.13,wild,wild
WBDC178,,36.08,43.28,wild,wild
WBDC179,,32.5,20.9,wild,wild
WBDC180,,31.83,24.23,wild,wild
WBDC181,,32.02,36.02,wild,wild
WBDC182,Jordan,,,wild_introgressed,wild_introgressed
WBDC183,,32.63,35.72,wild,wild
WBDC184,,32.37,21.17,wild,wild_introgressed
WBDC185,,32.77,21.72,wild,wild
WBDC186,,36.88,37.35,wild,wild
WBDC187,,36.69,37.46,wild,wild
WBDC188,,36.88,37.52,wild,wild
WBDC189,,36.76,37.63,wild,wild
WBDC190,,,,wild,wild_introgressed
WBDC191,,36.84,37.72,wild,wild
WBDC192,,37.04,37.61,wild,wild
WBDC193,,37.32,37.47,wild,wild
WBDC194,,36.97,37.19,wild,wild
WBDC195,,36.81,37.22,wild,wild
WBDC196,,36.99,36.93,wild,wild
WBDC197,,36.48,37.77,wild,wild
WBDC198,,34.82,36.47,wild,wild
WBDC199,,34.91,36.64,wild,wild
WBDC200,,34.94,36.66,wild,wild
WBDC201,,35.56,36.89,wild,wild
WBDC202,,35.6,36.55,wild,wild
WBDC203,,35.63,36.45,wild,wild
WBDC204,,38.58,57.12,wild,wild
WBDC205,,42.05,48.27,wild,wild
WBDC206,,32.55,36.6,wild,wild
WBDC207,,40.34,71.18,wild,wild_introgressed
WBDC208,,41.61,69.91,wild,wild
WBDC209,,40.13,68.4,wild,wild
WBDC210,,39.93,67.68,wild,wild
WBDC211,,,,wild,wild
WBDC212,,40.01,67.09,wild,wild
WBDC213,,39.55,66.56,wild,wild
WBDC214,,39.4,67.02,wild,wild_introgressed
WBDC215,,38.28,56.29,wild,wild
WBDC216,,38.73,56.85,wild,wild
WBDC217,,40.2,44.53,wild,wild
WBDC218,,43.06,73.66,wild,wild
WBDC219,,,,wild,wild
WBDC220,,42.42,69.7,wild,wild
WBDC221,,40.13,69.33,wild,wild
WBDC222,,40.13,69.33,wild,wild
WBDC223,,39.97,69,wild,wild
WBDC224,,,,wild,wild
WBDC225,,40.12,69.2,wild,wild
WBDC227,Azerbaijan,,,wild,wild_introgressed
WBDC228,,40.49,49.19,wild,wild_introgressed
WBDC229,,40.53,48.89,wild,wild_introgressed
WBDC230,,40.61,48.88,wild,wild_introgressed
WBDC231,,40.71,48.8,wild,wild
WBDC232,,40.7,48.63,wild,wild_introgressed
WBDC233,,35.93,68.7,wild,wild
WBDC234,Cyprus,35.15,33.88,wild,wild
WBDC235,,,,wild,wild
WBDC236,,31.6,35.62,wild,wild
WBDC237,,31.53,35.62,wild,wild
WBDC238,,31.55,35.85,wild,wild
WBDC240,,31.88,35.94,wild,wild
WBDC241,,31.78,36.22,wild,wild
WBDC242,,32.12,35.87,wild,wild
WBDC243,,32.03,35.67,wild,wild
WBDC244,,32.08,35.71,wild,wild
WBDC245,,32.17,35.87,wild,wild
WBDC246,,32.68,35.75,wild,wild
WBDC247,,32.37,35.7,wild,wild
WBDC248,,32.53,35.85,wild,wild
WBDC250,,32.58,35.93,wild,wild
WBDC252,,32.28,35.68,wild,wild
WBDC253,,32.35,35.82,wild,wild
WBDC254,,32.62,35.7,wild,wild
WBDC255,Jordan,32.35,35.67,wild,wild
WBDC256,,32.33,35.63,wild,wild
WBDC257,,31.18,35.7,wild,wild_introgressed
WBDC258,,31.28,35.75,wild,wild
WBDC259,,,,wild,wild
WBDC260,,30.5,35.5,wild,wild
WBDC261,,30.52,35.53,wild,wild
WBDC262,,30.3,35.48,wild,wild
WBDC263,,30.38,35.47,wild,wild
WBDC265,,30.93,35.67,wild,wild
WBDC266,,30.88,35.67,wild,wild
WBDC267,,,,wild,wild
WBDC268,,31.75,36.76,wild,wild_introgressed
WBDC269,,33.42,35.87,wild,wild
WBDC270,,31.68,34.87,wild,wild
WBDC271,,31.43,34.48,wild,wild
WBDC274,,30.87,34.77,wild,wild
WBDC275,,31.58,34.55,wild_introgressed,wild_introgressed
WBDC276,,,,wild,wild
WBDC277,,32.15,34.93,wild,wild
WBDC278,,31.83,34.77,wild,wild
WBDC279,,31.82,34.78,wild,wild
WBDC280,,32.02,34.83,wild,wild_introgressed
WBDC281,,33.03,35.58,wild,wild
WBDC282,,32.68,35.22,wild,wild
WBDC283,,,,wild,wild_introgressed
WBDC284,,32.67,35.6,wild,wild
WBDC285,,32.98,35.45,wild,wild
WBDC286,,32.97,35.47,wild,wild
WBDC287,,32.5,35.5,wild,wild
WBDC288,,32.98,35.42,wild,wild
WBDC289,,32.52,35.48,wild,wild
WBDC290,,31.67,34.93,wild,wild
WBDC291,,31.72,34.92,wild,wild
WBDC292,Israel,31.8,35.02,wild,wild_introgressed
WBDC293,,31.8,35.17,wild,wild
WBDC294,,31.75,34.98,wild,wild
WBDC295,,37.08,42.07,wild,wild
WBDC296,,37.06,41.56,wild,wild
WBDC297,,37.06,41.75,wild,wild
WBDC298,,37.08,41.09,wild,wild
WBDC299,,36.66,36.71,wild,wild
WBDC300,,36.37,36.86,wild,wild
WBDC302,Syria,33.37,35.88,wild,wild
WBDC303,,33.74,36.11,wild,wild
WBDC304,,33.64,35.96,wild,wild
WBDC305,,33.66,36,wild,wild
WBDC306,,33.73,36.13,wild,wild
WBDC307,,33.2,36.07,wild,wild_introgressed
WBDC308,,32.6,36.38,wild,wild_introgressed
WBDC309,,35.03,37.01,wild,wild
WBDC310,,34.54,36.92,wild,wild
WBDC311,,,,wild_introgressed,wild_introgressed
WBDC312,,34.47,36.76,wild,wild
WBDC314,,,,wild,wild
WBDC315,,34.94,36.85,wild,wild
WBDC316,,36.23,36.55,wild,wild
WBDC317,,35.52,38.76,wild,wild
WBDC318,,32.6,36.74,wild,wild
WBDC319,,32.49,36.68,wild,wild
WBDC320,,32.42,36.62,wild,wild
WBDC323,,37.9,58.55,wild,wild
WBDC324,,35.83,61.46,wild,wild_introgressed
WBDC326,,37.72,58.6,wild,wild
WBDC329,,38.18,55.6,wild,wild
WBDC330,,38.77,56.29,wild,wild
WBDC331,,39.24,56.11,wild,wild
WBDC332,,38.43,56.42,wild,wild
WBDC333,,38.41,56.49,wild,wild
WBDC334,,38.27,56.31,wild,wild
WBDC335,,39.25,55.62,wild,wild
WBDC336,Turkmenistan,38.42,56.68,wild,wild
WBDC337,,37.23,37.52,wild,wild
WBDC338,,37.27,37.54,wild,wild
WBDC340,Turkey,37.25,37.33,wild,wild
WBDC341,,36.95,36.93,wild,wild
WBDC342,,36.97,36.9,wild,wild
WBDC343,,36.87,36.95,wild,wild
WBDC344,,,,wild_introgressed,wild_introgressed
WBDC345,,38.95,66.83,wild,wild
WBDC346,,39.92,66.37,wild,wild
WBDC347,,37.8,67,wild,wild
WBDC348,Israel,32.44,35,wild,wild
WBDC349,,32.14,35.14,wild,wild
WBDC350,Israel,,,wild_introgressed,wild_introgressed
WBDC354,,,,wild,wild
WBDC355,,40.31,48.81,wild,wild_introgressed
