Accession_ID,Country_of_Origin,Latitude,Longitude,Accession_Type,Accession_Type
PI356771,Morocco,32.15,-4.85,domesticated,landrace
PI356775,Morocco,32.15,-4.85,domesticated,landrace
CIho14401,Myanmar,22.15,98.15,domesticated,landrace
PI176071,Nepal,28.151,84.151,domesticated,landrace
PI429504,Nepal,27.384,87.234,domesticated,landrace
PI429519,Nepal,27.418,87.134,domesticated,landrace
PI429521,Nepal,27.535,87.551,domesticated,landrace
PI429526,Nepal,27.601,87.368,domesticated,landrace
PI429533,Nepal,27.718,87.385,domesticated,landrace
PI429546,Nepal,27.602,87.035,domesticated,landrace
PI429594,Nepal,27.735,86.602,domesticated,landrace
PI559494,Nepal,29.402,82.402,domesticated,landrace
PI559501,Nepal,29.335,82.519,domesticated,landrace
PI559516,Nepal,28.152,84.152,domesticated,landrace
PI559518,Nepal,28.152,84.152,domesticated,landrace
PI559519,Nepal,28.152,84.152,domesticated,landrace
PI573760,Nepal,27.902,86.902,domesticated,landrace
PI573786,Nepal,27.569,86.236,domesticated,landrace
PI573792,Nepal,27.569,86.236,domesticated,landrace
PI573802,Nepal,27.986,86.403,domesticated,landrace
PI573817,Nepal,29.403,81.069,domesticated,landrace
PI573864,Nepal,28.736,83.486,domesticated,landrace
PI573926,Nepal,29.82,81.403,domesticated,landrace
PI573953,Nepal,29.653,80.736,domesticated,landrace
PI573967,Nepal,28.57,82.903,domesticated,landrace
PI573969,Nepal,28.57,82.903,domesticated,landrace
PI573977,Nepal,28.57,82.903,domesticated,landrace
PI573982,Nepal,28.904,82.737,domesticated,landrace
PI573985,Nepal,28.904,82.737,domesticated,landrace
PI574003,Nepal,29.654,81.654,domesticated,landrace
PI574033,Nepal,27.404,86.987,domesticated,landrace
PI574062,Nepal,27.904,86.904,domesticated,landrace
PI574067,Nepal,27.904,86.904,domesticated,landrace
PI574081,Nepal,28.988,82.404,domesticated,landrace
PI574085,Nepal,27.071,88.071,domesticated,landrace
PI574089,Nepal,27.071,88.071,domesticated,landrace
PI574091,Nepal,27.071,88.071,domesticated,landrace
PI574094,Nepal,27.071,88.071,domesticated,landrace
CIho06557,Norway,62.159,10.159,domesticated,landrace
PI054915,Norway,66.36,12.743,domesticated,landrace
PI361691,Norway,62.16,10.16,domesticated,landrace
PI564647,Oman,24.612,56.812,domesticated,landrace
PI564648,Oman,23.662,57.328,domesticated,landrace
PI564649,Oman,23.329,57.495,domesticated,landrace
PI564661,Oman,23.329,57.495,domesticated,landrace
PI564662,Oman,23.329,57.329,domesticated,landrace
PI564663,Oman,23.329,57.329,domesticated,landrace
PI564664,Oman,23.496,56.829,domesticated,landrace
PI564666,Oman,23.746,56.696,domesticated,landrace
PI564669,Oman,23.163,57.496,domesticated,landrace
PI057958,Pakistan,31.58,73.246,domesticated,landrace
PI217948,Pakistan,34.064,70.264,domesticated,landrace
PI244823,Pakistan,36.164,75.164,domesticated,landrace
PI244826,Pakistan,35.464,75.78,domesticated,landrace
PI250365,Pakistan,30.164,70.164,domesticated,landrace
PI250366,Pakistan,33.681,74.081,domesticated,landrace
PI269899,Pakistan,33.531,70.714,domesticated,landrace
PI269912,Pakistan,36.247,72.214,domesticated,landrace
PI410444,Pakistan,35.364,74.214,domesticated,landrace
PI410451,Pakistan,36.481,75.048,domesticated,landrace
PI410456,Pakistan,36.381,73.364,domesticated,landrace
PI410464,Pakistan,36.598,73.548,domesticated,landrace
PI410465,Pakistan,36.431,73.581,domesticated,landrace
PI410471,Pakistan,36.331,73.131,domesticated,landrace
PI410475,Pakistan,36.315,73.065,domesticated,landrace
PI410478,Pakistan,36.448,73.948,domesticated,landrace
PI410481,Pakistan,36.215,74.298,domesticated,landrace
PI410483,Pakistan,35.615,74.965,domesticated,landrace
PI410507,Pakistan,35.415,76.015,domesticated,landrace
PI410509,Pakistan,35.332,76.249,domesticated,landrace
PI410516,Pakistan,35.282,76.132,domesticated,landrace
PI410520,Pakistan,35.349,76.066,domesticated,landrace
PI410522,Pakistan,35.466,75.932,domesticated,landrace
PI410525,Pakistan,36.082,72.066,domesticated,landrace
PI513166,Pakistan,31.026,72.486,domesticated,landrace
PI513167,Pakistan,30.633,72.616,domesticated,landrace
PI513169,Pakistan,31.283,74.616,domesticated,landrace
PI513195,Pakistan,25.433,63.633,domesticated,landrace
PI513197,Pakistan,25.833,62.3,domesticated,landrace
PI513200,Pakistan,28.645,65.81,domesticated,landrace
PI513205,Pakistan,30.7,67.2,domesticated,landrace
PI513226,Pakistan,36.167,75.167,domesticated,landrace
PI564627,Pakistan,30.717,66.867,domesticated,landrace
CIho10058,Portugal,39.674,-7.826,domesticated,landrace
PI467684,Portugal,40.208,-8.208,domesticated,landrace
PI467690,Portugal,40.292,-8.325,domesticated,landrace
PI467691,Portugal,38.742,-7.724,domesticated,landrace
PI467692,Portugal,39.676,-7.824,domesticated,landrace
CIho04087,Russian Federation,60.179,100.179,domesticated,landrace
CIho04088,Russian Federation,60.179,100.179,domesticated,landrace
PI038305,Russian Federation,60.18,32.18,domesticated,landrace
PI038310,Russian Federation,60.18,32.18,domesticated,landrace
PI038317,Russian Federation,60.18,32.18,domesticated,landrace
PI038320,Russian Federation,60.18,32.18,domesticated,landrace
PI076514,Russian Federation,43.181,47.181,domesticated,landrace
PI086185,Russian Federation,60.181,32.181,domesticated,landrace
PI086189,Russian Federation,60.181,32.181,domesticated,landrace
PI094801,Russian Federation,45.481,41.081,domesticated,landrace
PI094875,Russian Federation,45.481,41.081,domesticated,landrace
PI327701,Russian Federation,45.225,42.156,domesticated,landrace
PI327702,Russian Federation,45.225,42.156,domesticated,landrace
PI327704,Russian Federation,45.225,42.156,domesticated,landrace
PI327708,Russian Federation,45.225,42.156,domesticated,landrace
PI327709,Russian Federation,45.226,42.156,domesticated,landrace
PI327738,Russian Federation,45.232,39.155,domesticated,landrace
PI327763,Russian Federation,45.226,42.156,domesticated,landrace
PI327764,Russian Federation,45.226,42.156,domesticated,landrace
PI327783,Russian Federation,45.226,42.157,domesticated,landrace
PI327810,Russian Federation,43.683,43.683,domesticated,landrace
PI606305,Saudi Arabia,18.418,42.702,domesticated,landrace
PI606311,Saudi Arabia,21.452,40.602,domesticated,landrace
PI344865,Serbia,45.005,20.646,domesticated,landrace
PI344867,Serbia,43.452,21.802,domesticated,landrace
PI344885,Serbia,43.536,19.869,domesticated,landrace
PI344886,Serbia,43.536,19.869,domesticated,landrace
PI344903,Serbia,45.005,20.646,domesticated,landrace
PI349896,Serbia,45.005,20.646,domesticated,landrace
PI362381,Serbia,44.003,22.136,domesticated,landrace
PI374429,Serbia,43.47,20.803,domesticated,landrace
PI374437,Serbia,43.47,20.803,domesticated,landrace
PI378218,Serbia,44.553,19.803,domesticated,landrace
PI378224,Serbia,44.153,19.753,domesticated,landrace
PI058057,Spain,40.192,-3.808,domesticated,landrace
PI042888,Sudan,15.747,32.728,domesticated,landrace
PI370782,Switzerland,47,9.416,domesticated,landrace
PI370821,Switzerland,47,9.416,domesticated,landrace
PI370852,Switzerland,47.2,8.214,domesticated,landrace
PI370862,Switzerland,46.817,10.567,domesticated,landrace
PI370867,Switzerland,46.517,8.15,domesticated,landrace
PI370869,Switzerland,46.517,8.15,domesticated,landrace
PI370963,Switzerland,46.567,8.283,domesticated,landrace
PI370966,Switzerland,46.617,8.367,domesticated,landrace
PI370970,Switzerland,46.617,8.367,domesticated,landrace
PI370983,Switzerland,47.201,8.215,domesticated,landrace
PI370994,Switzerland,46.684,8.467,domesticated,landrace
PI371017,Switzerland,46.684,8.484,domesticated,landrace
PI371056,Switzerland,46.484,7.617,domesticated,landrace
PI371069,Switzerland,46.368,8.001,domesticated,landrace
PI371079,Switzerland,46.551,8.168,domesticated,landrace
PI371100,Switzerland,46.568,8.284,domesticated,landrace
PI371102,Switzerland,46.568,8.284,domesticated,landrace
PI371105,Switzerland,46.585,8.285,domesticated,landrace
PI371111,Switzerland,46.401,7.585,domesticated,landrace
PI371149,Switzerland,46.318,7.701,domesticated,landrace
PI371156,Switzerland,46.402,7.785,domesticated,landrace
PI371172,Switzerland,46.385,7.802,domesticated,landrace
PI371196,Switzerland,46.352,8.119,domesticated,landrace
PI371217,Switzerland,46.369,8.002,domesticated,landrace
PI371245,Switzerland,46.969,9.652,domesticated,landrace
PI371248,Switzerland,46.935,9.602,domesticated,landrace
PI371275,Switzerland,46.986,9.319,domesticated,landrace
PI371298,Switzerland,46.486,7.652,domesticated,landrace
PI371320,Switzerland,46.952,8.886,domesticated,landrace
PI371323,Switzerland,46.886,9.069,domesticated,landrace
PI371327,Switzerland,46.869,9.436,domesticated,landrace
PI371335,Switzerland,46.853,9.053,domesticated,landrace
PI371338,Switzerland,46.853,9.053,domesticated,landrace
PI371377,Switzerland,46.97,10.353,domesticated,landrace
PI371384,Switzerland,47.153,10.603,domesticated,landrace
PI371390,Switzerland,47.003,10.436,domesticated,landrace
PI371392,Switzerland,47.003,10.437,domesticated,landrace
PI371441,Switzerland,46.853,9.787,domesticated,landrace
PI371477,Switzerland,46.837,9.62,domesticated,landrace
PI371490,Switzerland,46.954,9.304,domesticated,landrace
CIho10549,Syria,35.204,38.204,domesticated,landrace
CIho10550,Syria,35.204,38.204,domesticated,landrace
PI038484,Syria,36.405,37.365,domesticated,landrace
PI038485,Syria,36.405,37.365,domesticated,landrace
PI182659,Syria,35.204,38.204,domesticated,landrace
PI182679,Syria,33.704,36.504,domesticated,landrace
PI182681,Syria,32.954,36.704,domesticated,landrace
PI182684,Syria,34.938,36.921,domesticated,landrace
PI182687,Syria,35.338,36.955,domesticated,landrace
PI182691,Syria,36.405,37.371,domesticated,landrace
PI182693,Syria,36.705,41.205,domesticated,landrace
PI182694,Syria,36.405,37.372,domesticated,landrace
PI564603,Syria,33.338,36.722,domesticated,landrace
PI564607,Syria,33.505,36.389,domesticated,landrace
PI564613,Syria,36.839,40.839,domesticated,landrace
PI564614,Syria,36.939,40.772,domesticated,landrace
PI564616,Syria,36.906,41.006,domesticated,landrace
PI564620,Syria,36.922,40.389,domesticated,landrace
PI564621,Syria,35.222,37.072,domesticated,landrace
PI564622,Syria,35.256,36.756,domesticated,landrace
PI564637,Syria,35.256,36.439,domesticated,landrace
PI564641,Syria,34.739,37.339,domesticated,landrace
PI564643,Syria,34.439,37.539,domesticated,landrace
PI564644,Syria,35.206,38.206,domesticated,landrace
PI564678,Syria,36.04,39.59,domesticated,landrace
PI296192,Tajikistan,39.207,71.207,domesticated,landrace
PI639344,Tajikistan,38.62,73.295,domesticated,landrace
PI639345,Tajikistan,38.621,73.296,domesticated,landrace
PI639346,Tajikistan,38.621,73.296,domesticated,landrace
PI639357,Tajikistan,38.621,73.296,domesticated,landrace
CIho15279,Tunisia,36.025,9.675,domesticated,landrace
CIho15282,Tunisia,36.025,9.675,domesticated,landrace
CIho15286,Tunisia,37.058,10.142,domesticated,landrace
CIho15288,Tunisia,37.059,10.142,domesticated,landrace
CIho15290,Tunisia,37.059,10.142,domesticated,landrace
CIho15291,Tunisia,37.059,10.142,domesticated,landrace
CIho15299,Tunisia,33.826,9.126,domesticated,landrace
CIho15304,Tunisia,33.742,9.026,domesticated,landrace
CIho15309,Tunisia,33.742,9.026,domesticated,landrace
CIho15310,Tunisia,33.809,9.126,domesticated,landrace
CIho15311,Tunisia,33.809,9.126,domesticated,landrace
CIho15313,Tunisia,33.809,9.126,domesticated,landrace
CIho15326,Tunisia,33.793,9.059,domesticated,landrace
CIho15336,Tunisia,33.693,9.21,domesticated,landrace
CIho15339,Tunisia,33.943,9.026,domesticated,landrace
CIho15349,Tunisia,33.993,9.06,domesticated,landrace
CIho15350,Tunisia,33.993,9.06,domesticated,landrace
CIho15355,Tunisia,34.21,9.21,domesticated,landrace
CIho15362,Tunisia,37.485,10.084,domesticated,landrace
CIho15364,Tunisia,34.227,8.46,domesticated,landrace
CIho15365,Tunisia,34.194,8.377,domesticated,landrace
PI055526,Tunisia,34.211,9.211,domesticated,landrace
CIho06294,Turkey,38.561,38.511,domesticated,landrace
PI094886,Turkey,40.578,50.095,domesticated,landrace
PI117347,Turkey,38.083,32.696,domesticated,landrace
PI167271,Turkey,37.212,35.512,domesticated,landrace
PI168328,Turkey,39.795,27.229,domesticated,landrace
PI168367,Turkey,39.312,33.295,domesticated,landrace
PI173518,Turkey,41.829,35.829,domesticated,landrace
PI173577,Turkey,38.579,34.229,domesticated,landrace
PI178283,Turkey,38.113,34.779,domesticated,landrace
PI178285,Turkey,37.029,35.963,domesticated,landrace
PI178332,Turkey,41.363,28.013,domesticated,landrace
PI178594,Turkey,38.563,38.53,domesticated,landrace
PI178609,Turkey,40.866,36.046,domesticated,landrace
PI182373,Turkey,40.496,40.396,domesticated,landrace
PI182726,Turkey,40.147,44.247,domesticated,landrace
PI264251,Turkey,40.133,33.068,domesticated,landrace
PI264870,Turkey,39.247,39.73,domesticated,landrace
PI319867,Turkey,39.273,35.125,domesticated,landrace
PI328171,Turkey,41.447,35.697,domesticated,landrace
PI328200,Turkey,39.273,35.125,domesticated,landrace
PI328207,Turkey,39.273,35.126,domesticated,landrace
PI328208,Turkey,39.273,35.126,domesticated,landrace
PI328244,Turkey,39.273,35.126,domesticated,landrace
PI328253,Turkey,39.273,35.126,domesticated,landrace
PI328279,Turkey,39.273,35.126,domesticated,landrace
PI328299,Turkey,38.065,27.465,domesticated,landrace
PI328327,Turkey,39.864,28.101,domesticated,landrace
PI328336,Turkey,39.274,35.126,domesticated,landrace
PI328907,Turkey,39.274,35.126,domesticated,landrace
PI342031,Turkey,38.565,38.532,domesticated,landrace
PI342136,Turkey,38.972,30.758,domesticated,landrace
PI342139,Turkey,38.889,29.621,domesticated,landrace
PI342198,Turkey,38.889,29.621,domesticated,landrace
PI342219,Turkey,39.639,30.199,domesticated,landrace
PI342270,Turkey,39.65,30.2,domesticated,landrace
PI342283,Turkey,39.66,30.201,domesticated,landrace
PI342329,Turkey,39.67,30.202,domesticated,landrace
PI342331,Turkey,39.68,30.203,domesticated,landrace
PI024497,Turkmenistan,37.833,62.383,domesticated,landrace
PI029004,Turkmenistan,37.847,62.05,domesticated,landrace
PI327830,Turkmenistan,40.417,60.237,domesticated,landrace
PI327849,Turkmenistan,40.227,60.227,domesticated,landrace
PI327854,Turkmenistan,40.247,60.247,domesticated,landrace
PI327857,Turkmenistan,38.468,59.973,domesticated,landrace
PI327858,Turkmenistan,40.278,60.328,domesticated,landrace
PI327860,Turkmenistan,40.298,60.348,domesticated,landrace
PI327868,Turkmenistan,38.468,59.968,domesticated,landrace
PI327869,Turkmenistan,40.308,60.358,domesticated,landrace
PI327870,Turkmenistan,40.328,60.368,domesticated,landrace
PI327882,Turkmenistan,40.338,60.378,domesticated,landrace
PI094834,Ukraine,50.21,36.471,domesticated,landrace
PI094919,Ukraine,50.2,36.472,domesticated,landrace
PI327680,Ukraine,46.697,30.952,domesticated,landrace
PI327719,Ukraine,48.67,35.203,domesticated,landrace
PI327724,Ukraine,49.776,25.825,domesticated,landrace
PI327836,Ukraine,48.67,35.203,domesticated,landrace
PI467657,United Kingdom,52.385,-0.479,domesticated,landrace
CIho02266,Uzbekistan,39.918,67.202,domesticated,landrace
PI035051,Uzbekistan,40.735,71.885,domesticated,landrace
PI064022,Uzbekistan,41.517,69.468,domesticated,landrace
PI084311,Uzbekistan,41.852,60.402,domesticated,landrace
PI084312,Uzbekistan,43.419,59.919,domesticated,landrace
PI084313,Uzbekistan,43.419,59.919,domesticated,landrace
PI084314,Uzbekistan,42.103,60.653,domesticated,landrace
PI327833,Uzbekistan,41.961,64.102,domesticated,landrace
PI327861,Uzbekistan,41.961,64.102,domesticated,landrace
PI327862,Uzbekistan,39.907,67.213,domesticated,landrace
PI327863,Uzbekistan,39.908,67.213,domesticated,landrace
PI327864,Uzbekistan,40.028,64.682,domesticated,landrace
PI155303,Yemen,15.755,47.755,domesticated,landrace
PI244041,Yemen,14.222,44.439,domesticated,landrace
PI296185,Yemen,15.755,47.755,domesticated,landrace
PI422225,Yemen,15.605,44.455,domesticated,landrace
PI422226,Yemen,13.289,44.156,domesticated,landrace
PI422230,Yemen,15.756,47.756,domesticated,landrace
PI422232,Yemen,15.606,44.456,domesticated,landrace
PI422233,Yemen,15.606,44.456,domesticated,landrace
PI429311,Yemen,13.823,44.289,domesticated,landrace
PI429312,Yemen,13.823,44.289,domesticated,landrace
PI429313,Yemen,15.773,44.156,domesticated,landrace
PI429314,Yemen,15.673,44.59,domesticated,landrace
PI430743,Yemen,17.323,43.84,domesticated,landrace
PI430744,Yemen,16.257,44.44,domesticated,landrace
PI430745,Yemen,15.907,44.223,domesticated,landrace
CIho10033,Norway,,,domesticated,cultivar
CIho10034,Norway,,,domesticated,cultivar
CIho10035,Norway,,,domesticated,cultivar
CIho10036,Norway,,,domesticated,cultivar
CIho10056,United States,,,domesticated,breeding
CIho10058,Portugal,,,domesticated,landrace
CIho10061,Japan,,,domesticated,cultivar
CIho10086,Netherlands,,,domesticated,cultivar
CIho10253,Japan,,,domesticated,uncertain
CIho10260,Japan,,,domesticated,breeding
CIho10645,United States,,,domesticated,breeding
CIho10661,United States,,,domesticated,breeding
CIho10887,United States,,,domesticated,breeding
CIho10953,Japan,,,domesticated,uncertain
CIho11171,Canada,,,domesticated,breeding
CIho1138,United States,,,domesticated,breeding
CIho11477,Netherlands,,,domesticated,cultivar
CIho11533,Argentina,,,domesticated,cultivar
CIho11582,Turkey,40.7167,26.3,domesticated,uncertain
CIho11587,Israel,,,domesticated,cultivar
CIho11588,Israel,,,domesticated,cultivar
CIho11661,United States,,,domesticated,breeding
CIho1172,Guatemala,,,domesticated,uncertain
CIho11757,Japan,,,domesticated,landrace
CIho11787,Ancient Palestine,,,domesticated,breeding
CIho11788,Ethiopia,,,domesticated,uncertain
CIho11789,Saudi Arabia,,,domesticated,uncertain
CIho11794,Netherlands,,,domesticated,uncertain
CIho11796,Netherlands,,,domesticated,uncertain
CIho11812,Ethiopia,,,domesticated,landrace
CIho11828,Germany,,,domesticated,cultivar
CIho11829,Germany,,,domesticated,cultivar
CIho11845,Israel,,,domesticated,uncertain
CIho11849,Ethiopia,,,domesticated,landrace
CIho11852,United States,,,domesticated,genetic
CIho11855,Norway,,,domesticated,breeding
CIho11864,United States,,,domesticated,breeding
CIho12125,Canada,,,domesticated,breeding
CIho12232,United States,,,domesticated,breeding
CIho13132,Germany,,,domesticated,genetic
CIho13135,Germany,,,domesticated,cultivar
CIho13136,Germany,,,domesticated,breeding
CIho13141,Ethiopia,,,domesticated,landrace
CIho13353,Ethiopia,12.6,37.4667,domesticated,landrace
CIho13385,Spain,,,domesticated,uncertain
CIho13397,Spain,,,domesticated,uncertain
CIho13453,Romania,,,domesticated,uncertain
CIho13460,Romania,,,domesticated,uncertain
CIho13461,Romania,,,domesticated,uncertain
CIho13507,Romania,,,domesticated,uncertain
CIho13651,Israel,,,domesticated,breeding
CIho13653,Former Soviet Union,,,domesticated,cultivar
CIho13737,Ethiopia,9.3167,42.1167,domesticated,landrace
CIho13742,Eritrea,15.3333,38.9333,domesticated,landrace
CIho13743,Eritrea,15.3333,38.9333,domesticated,landrace
CIho13745,Eritrea,15.3333,38.9333,domesticated,landrace
CIho13795,United States,,,domesticated,breeding
CIho13797,Canada,,,domesticated,cultivar
CIho13824,United States,,,domesticated,cultivar
CIho13839,India,,,domesticated,uncertain
CIho13858,United States,,,domesticated,breeding
CIho1388,Denmark,,,domesticated,cultivar
CIho14010,Czech Republic,,,domesticated,uncertain
CIho14019,Sweden,,,domesticated,breeding
CIho14051,Algeria,33.1,6.0667,domesticated,landrace
CIho14052,Algeria,34.85,5.7333,domesticated,landrace
CIho14053,Algeria,34.85,5.7333,domesticated,landrace
CIho14054,Algeria,33.0167,6.0167,domesticated,landrace
CIho14055,Algeria,33.0167,6.0167,domesticated,landrace
CIho14059,Algeria,34.65,5.8833,domesticated,landrace
CIho14061,Algeria,,,domesticated,uncertain
CIho14085,Tunisia,36.8667,10.1833,domesticated,uncertain
CIho14124,Ethiopia,11.1333,39.6333,domesticated,landrace
CIho14151,Mongolia,,,domesticated,landrace
CIho14216,Mongolia,,,domesticated,landrace
CIho14219,Mongolia,,,domesticated,landrace
CIho14222,Mongolia,,,domesticated,landrace
CIho14228,Mongolia,,,domesticated,landrace
CIho14234,Mongolia,,,domesticated,landrace
CIho14239,Mongolia,,,domesticated,landrace
CIho14250,Afghanistan,36.8333,70.5167,domesticated,landrace
CIho14255,Afghanistan,35.1167,69.3,domesticated,landrace
CIho14258,Afghanistan,30.5,62,domesticated,landrace
CIho14260,Afghanistan,33.3,62.1333,domesticated,landrace
CIho14268,China,39.9167,116.4333,domesticated,landrace
CIho14281,Venezuela,,,domesticated,uncertain
CIho14286,Chile,,,domesticated,landrace
CIho14287,Chile,,,domesticated,landrace
CIho14291,China,30.6667,104.0667,domesticated,landrace
CIho14319,Denmark,,,domesticated,uncertain
CIho14326,Azerbaijan,,,domesticated,landrace
CIho14327,Azerbaijan,,,domesticated,landrace
CIho14328,Azerbaijan,,,domesticated,landrace
CIho14332,Azerbaijan,,,domesticated,landrace
CIho14333,Azerbaijan,,,domesticated,landrace
CIho14334,Azerbaijan,,,domesticated,landrace
CIho14341,Azerbaijan,,,domesticated,landrace
CIho14344,Azerbaijan,,,domesticated,landrace
CIho14345,Azerbaijan,,,domesticated,landrace
CIho14391,Armenia,,,domesticated,landrace
CIho14394,Armenia,,,domesticated,landrace
CIho14395,Armenia,,,domesticated,landrace
CIho14401,Myanmar,,,domesticated,landrace
CIho1461,Iraq,33.3,44.6,domesticated,landrace
CIho1468,Iraq,33.3,44.6,domesticated,landrace
CIho14752,United States,,,domesticated,genetic
CIho14807,United States,,,domesticated,genetic
CIho14880,Eritrea,15.3333,38.9333,domesticated,landrace
CIho14881,Eritrea,15.3333,38.9333,domesticated,landrace
CIho14883,Eritrea,15.3333,38.9333,domesticated,landrace
CIho14978,Ethiopia,13.65,39.5667,domesticated,landrace
CIho15203,United States,,,domesticated,breeding
CIho15237,Canada,,,domesticated,breeding
CIho15279,Tunisia,35.8167,9.4667,domesticated,landrace
CIho15282,Tunisia,35.8167,9.4667,domesticated,landrace
CIho15286,Tunisia,36.85,9.9333,domesticated,landrace
CIho15288,Tunisia,36.85,9.9333,domesticated,landrace
CIho15290,Tunisia,36.85,9.9333,domesticated,landrace
CIho15291,Tunisia,36.85,9.9333,domesticated,landrace
CIho15299,Tunisia,33.6167,8.9167,domesticated,landrace
CIho15304,Tunisia,33.5333,8.8167,domesticated,landrace
CIho15309,Tunisia,33.5333,8.8167,domesticated,landrace
CIho15310,Tunisia,33.6,8.9167,domesticated,landrace
CIho15311,Tunisia,33.6,8.9167,domesticated,landrace
CIho15313,Tunisia,33.6,8.9167,domesticated,landrace
CIho15326,Tunisia,33.5833,8.85,domesticated,landrace
CIho15336,Tunisia,33.4833,9,domesticated,landrace
CIho15339,Tunisia,33.7333,8.8167,domesticated,landrace
CIho15349,Tunisia,33.7833,8.85,domesticated,landrace
CIho15350,Tunisia,33.7833,8.85,domesticated,landrace
CIho15355,Tunisia,,,domesticated,landrace
CIho15362,Tunisia,,,domesticated,landrace
CIho15363,Tunisia,36.25,9.7833,domesticated,uncertain
CIho15364,Tunisia,34.0167,8.25,domesticated,landrace
CIho15365,Tunisia,33.9833,8.1667,domesticated,landrace
CIho15392,United States,,,domesticated,breeding
CIho15441,United States,,,domesticated,breeding
CIho15498,United States,,,domesticated,breeding
CIho1551,Canada,,,domesticated,cultivar
CIho15544,Canada,,,domesticated,breeding
CIho15547,Canada,,,domesticated,cultivar
CIho15575,Canada,,,domesticated,breeding
CIho15582,Canada,,,domesticated,breeding
CIho15589,Canada,,,domesticated,breeding
CIho15590,Canada,,,domesticated,breeding
CIho15591,Canada,,,domesticated,breeding
CIho15593,Canada,,,domesticated,breeding
CIho15594,Canada,,,domesticated,breeding
CIho15600,Canada,,,domesticated,breeding
CIho15601,Canada,,,domesticated,breeding
CIho15616,Canada,,,domesticated,breeding
CIho15624,Canada,,,domesticated,cultivar
CIho15625,Unknown,,,domesticated,uncertain
CIho15719,France,,,domesticated,cultivar
CIho15745,Russian Federation,,,domesticated,cultivar
CIho15746,Germany,,,domesticated,cultivar
CIho15803,United States,,,domesticated,breeding
CIho16008,United States,,,domesticated,genetic
CIho1604,Ethiopia,,,domesticated,landrace
CIho16152,United States,,,domesticated,genetic
CIho16213,United States,,,domesticated,genetic
CIho1624,Sudan,,,domesticated,uncertain
CIho16424,United States,,,domesticated,genetic
CIho16440,United States,,,domesticated,genetic
CIho16467,United States,,,domesticated,genetic
CIho16498,United States,,,domesticated,genetic
CIho16516,United States,,,domesticated,genetic
CIho16555,United States,,,domesticated,genetic
CIho16612,United States,,,domesticated,genetic
CIho16658,United States,,,domesticated,genetic
CIho16671,United States,,,domesticated,genetic
CIho16676,United States,,,domesticated,genetic
CIho2205,Japan,,,domesticated,uncertain
CIho2208,United States,,,domesticated,breeding
CIho2224,United States,,,domesticated,breeding
CIho2236,United States,,,domesticated,uncertain
CIho2266,Uzbekistan,39.6667,66.95,domesticated,landrace
CIho2337,Iraq,,,domesticated,landrace
CIho2339,Iraq,,,domesticated,landrace
CIho2353,Turkmenistan,37.6,61.8333,domesticated,uncertain
CIho2456,Australia,-35.1167,147.4,domesticated,uncertain
CIho2479,Algeria,36.0333,0.1333,domesticated,landrace
CIho2519,United States,34.45,-117.45,domesticated,uncertain
CIho2539,Italy,,,domesticated,breeding
CIho2542,Italy,,,domesticated,cultivar
CIho2543,Italy,,,domesticated,breeding
CIho2544,Italy,,,domesticated,breeding
CIho2547,Italy,,,domesticated,breeding
CIho2631,Sweden,65.5667,22.1667,domesticated,uncertain
CIho3240,Egypt,,,domesticated,uncertain
CIho3387,Algeria,,,domesticated,uncertain
CIho3388,Algeria,,,domesticated,uncertain
CIho3390,Algeria,,,domesticated,uncertain
CIho3549,Algeria,33.0167,6.0167,domesticated,landrace
CIho3556,Egypt,28.1,30.75,domesticated,landrace
CIho3581,Egypt,31.5167,25.1667,domesticated,landrace
CIho3642,Egypt,30.9167,29.5333,domesticated,landrace
CIho3694,Egypt,26.0667,34.1,domesticated,landrace
CIho3709,Egypt,30.9833,29.7667,domesticated,landrace
CIho3734,Egypt,30.9833,29.7667,domesticated,landrace
CIho3826,India,34.2,74.35,domesticated,landrace
CIho3853,India,34.2333,74.7833,domesticated,landrace
CIho3865,India,34.2333,74.7833,domesticated,landrace
CIho3886,India,34.2167,75,domesticated,landrace
CIho4049,Mongolia,46.6167,96.4167,domesticated,landrace
CIho4050,Mongolia,46.1833,95.25,domesticated,landrace
CIho4056,Mongolia,,,domesticated,landrace
CIho4063,Mongolia,46.6167,96.4167,domesticated,landrace
CIho4064,Mongolia,46.6167,96.4167,domesticated,landrace
CIho4069,Mongolia,46.5167,96.3333,domesticated,landrace
CIho4074,Mongolia,46.6167,96.4167,domesticated,landrace
CIho4083,Mongolia,46.65,96.4667,domesticated,landrace
CIho4087,Russian Federation,,,domesticated,landrace
CIho4088,Russian Federation,,,domesticated,landrace
CIho4095,Georgia,41.7167,44.7833,domesticated,landrace
CIho4144,Afghanistan,34.9333,68.4833,domesticated,landrace
CIho4159,Afghanistan,34.45,68.7833,domesticated,landrace
CIho4176,Afghanistan,35.0667,67.6667,domesticated,landrace
CIho4184,Afghanistan,35.7333,69.5333,domesticated,landrace
CIho4188,Afghanistan,,,domesticated,landrace
CIho4264,Venezuela,,,domesticated,uncertain
CIho455,Portugal,37.7,-25.45,domesticated,uncertain
CIho4622,Japan,,,domesticated,uncertain
CIho497,Egypt,,,domesticated,landrace
CIho4981,Norway,,,domesticated,cultivar
CIho5023,India,,,domesticated,landrace
CIho5024,India,,,domesticated,landrace
CIho5057,Australia,,,domesticated,cultivar
